VolcanoPlot	Counts	Log2					
#Analysis Name	M-1002 Loma Linda analysis						
#Dataset Name	FCortex GCvsFLT SAL						
Statistical test summary							
Group by	Segment						
#Filtered Dataset	false						
Target tag	Target group membership/s	Target name	Log2	Pvalue	Adjusted pvalue	-log10 pvalue	-log10 adjusted pvalue
	"Probe_QC_5percfilter, All Targets"	Dclre1a	0.051516676	0.785989263	0.71	0.104583386	0.148741651
	"Probe_QC_5percfilter, All Targets"	Vmn2r114	-0.00793799	0.98192813	0.85	0.007920298	0.070581074
	"Probe_QC_5percfilter, All Targets"	Aox4	-0.17352649	0.448332056	0.43	0.348400208	0.366531544
	"Probe_QC_5percfilter, All Targets"	Lrrc49	-0.085921533	0.602592762	0.47	0.219976089	0.327902142
	"Probe_QC_5percfilter, All Targets"	Rgsl1	-0.163472137	0.121982943	0	0.913700892	
	"Probe_QC_5percfilter, All Targets"	Naip5	0.39745926	0.116168063	0	0.934913252	
	"Probe_QC_5percfilter, All Targets"	Trnau1ap	0.015368579	0.962227244	0.9	0.016722351	0.045757491
	"Probe_QC_5percfilter, All Targets"	Dnaja4	-0.076931393	0.686498066	0.64	0.163360682	0.193820026
	"Probe_QC_5percfilter, All Targets"	Klk1b21	0.010135362	0.949184234	0.93	0.022649484	0.031517051
	"Probe_QC_5percfilter, All Targets"	Ets1	0.040035439	0.804551865	0.34	0.094445954	0.468521083
	"Probe_QC_5percfilter, All Targets"	Defb23	0.113200177	0.788755666	0.61	0.103057508	0.214670165
	"Probe_QC_5percfilter, All Targets"	Acad9	0.040661226	0.833857459	0.72	0.078908182	0.142667504
	"Probe_QC_5percfilter, All Targets"	Dhx15	0.096484545	0.588259408	0.39	0.230431118	0.408935393
	"Probe_QC_5percfilter, All Targets"	Olfr1093	-0.209008289	0.336855953	0.34	0.472555773	0.468521083
	"Probe_QC_5percfilter, All Targets"	Rangap1	-0.05976621	0.732922783	0.66	0.134941778	0.180456064
	"Probe_QC_5percfilter, All Targets"	Zfp660	0.229079863	0.398856736	0.49	0.399183069	0.30980392
	"Probe_QC_5percfilter, All Targets"	Mink1	-0.084312382	0.758120138	0.8	0.120261967	0.096910013
	"Probe_QC_5percfilter, All Targets"	Adam3	-0.227849218	0.458465236	0.51	0.33869359	0.292429824
	"Probe_QC_5percfilter, All Targets"	Fam184b	-0.030870556	0.907996124	0.87	0.041916006	0.060480747
	"Probe_QC_5percfilter, All Targets"	Slc35e3	-0.127997365	0.308184734	0.27	0.511188878	0.568636236
	"Probe_QC_5percfilter, All Targets"	Olfr141	-0.017793945	0.856529043	0.61	0.067257906	0.214670165
	"Probe_QC_5percfilter, All Targets"	Zfp369	-0.05516914	0.692174802	0.57	0.159784215	0.244125144
	"Probe_QC_5percfilter, All Targets"	Otub2	0.051728555	0.92857752	0.95	0.032181835	0.022276395
	"Probe_QC_5percfilter, All Targets"	Csf2rb2	-0.243160892	0.349269655	0.3	0.456839145	0.522878745
	"Probe_QC_5percfilter, All Targets"	Apob	0.067152875	0.772131366	0.69	0.112308805	0.161150909
	"Probe_QC_5percfilter, All Targets"	Rtl5	-0.032761391	0.926733616	0.83	0.033045083	0.080921908
	"Probe_QC_5percfilter, All Targets"	Spdya	-0.268710304	0.453519194	0.33	0.343404328	0.48148606
	"Probe_QC_5percfilter, All Targets"	Daam2	0.254399467	0.126128651	0.11	0.89918625	0.958607315
	"Probe_QC_5percfilter, All Targets"	4930404H24Rik	0.208830921	0.136823795	0.08	0.863838367	1.096910013
	"Probe_QC_5percfilter, All Targets"	Sall4	0.026795432	0.960694574	0.9	0.017414662	0.045757491
	"Probe_QC_5percfilter, All Targets"	Dnajb12	-0.191346969	0.024990632	0	1.602222755	
	"Probe_QC_5percfilter, All Targets"	Klhdc2	0.423452389	0.141718062	0.13	0.848574796	0.886056648
	"Probe_QC_5percfilter, All Targets"	Lin7b	0.281080205	0.171779124	0	0.765029617	
	"Probe_QC_5percfilter, All Targets"	Arl8a	0.075782235	0.582137679	0.47	0.23497429	0.327902142
	"Probe_QC_5percfilter, All Targets"	Rbm18	0.527614763	0.098408974	0	1.006965294	
	"Probe_QC_5percfilter, All Targets"	Slc16a4	0.011463935	0.99875106	0.88	0.000542747	0.055517328
	"Probe_QC_5percfilter, All Targets"	Pgm1	0.34164329	0.039616771	0	1.402120925	
	"Probe_QC_5percfilter, All Targets"	Celf5	-0.622465263	0.175791516	0.13	0.755002088	0.886056648
	"Probe_QC_5percfilter, All Targets"	Pak5	-0.021990078	0.823617601	0.91	0.084274381	0.040958608
	"Probe_QC_5percfilter, All Targets"	Zfp763	0.185448169	0.508378909	0.53	0.293812475	0.27572413
	"Probe_QC_5percfilter, All Targets"	Cptp	-0.186646331	0.153493017	0.05	0.813911377	1.301029996
	"Probe_QC_5percfilter, All Targets"	Tenm4	-0.183646999	0.04352405	0	1.361270702	
	"Probe_QC_5percfilter, All Targets"	Lrrfip1	-0.055184167	0.885146174	0.87	0.052985003	0.060480747
	"Probe_QC_5percfilter, All Targets"	Pbld1	0.070204762	0.566235806	0.8	0.247002672	0.096910013
	"Probe_QC_5percfilter, All Targets"	Itk	0.228636552	0.367448214	0.3	0.434803859	0.522878745
	"Probe_QC_5percfilter, All Targets"	Itgb6	-0.058277585	0.939028485	0.91	0.027321234	0.040958608
	"Probe_QC_5percfilter, All Targets"	Bub3	0.142241696	0.688438873	0.74	0.162134615	0.13076828
	"Probe_QC_5percfilter, All Targets"	Septin6	-0.087926612	0.424449397	0.37	0.372174079	0.431798276
	"Probe_QC_5percfilter, All Targets"	Krt8	0.110429794	0.432914912	0.4	0.363597455	0.397940009
	"Probe_QC_5percfilter, All Targets"	Oxtr	0.033885746	0.832001985	0.68	0.079875638	0.167491087
	"Probe_QC_5percfilter, All Targets"	Pcnt	0.343148088	0.232356357	0.15	0.633845441	0.823908741
	"Probe_QC_5percfilter, All Targets"	Cox6b1	0.020906206	0.881021751	0.91	0.055013369	0.040958608
	"Probe_QC_5percfilter, All Targets"	Bcdin3d	-0.118548691	0.903714491	0.76	0.043968754	0.119186408
	"Probe_QC_5percfilter, All Targets"	Huwe1	-0.115039853	0.147584951	0.11	0.830957925	0.958607315
	"Probe_QC_5percfilter, All Targets"	Spata2	0.320637055	0.279999759	0.18	0.552842343	0.744727495
	"Probe_QC_5percfilter, All Targets"	Galnt1	0.287227055	0.045235134	0	1.344524122	
	"Probe_QC_5percfilter, All Targets"	Cox7c	0.198683012	0.162743379	0.1	0.788496671	1
	"Probe_QC_5percfilter, All Targets"	Dnajc19	0.00144875	0.910568337	0.74	0.040687455	0.13076828
	"Probe_QC_5percfilter, All Targets"	Tmbim6	-0.010904574	0.953974412	0.75	0.020463274	0.124938737
	"Probe_QC_5percfilter, All Targets"	Cd3eap	0.208642517	0.317767602	0.23	0.497890383	0.638272164
	"Probe_QC_5percfilter, All Targets"	Ncln	0.051330622	0.722046485	0.67	0.141434842	0.173925197
	"Probe_QC_5percfilter, All Targets"	Cyp2b23	0.27341154	0.27502074	0.15	0.560634554	0.823908741
	"Probe_QC_5percfilter, All Targets"	Cldn7	-0.120320351	0.586186435	0.64	0.231964236	0.193820026
	"Probe_QC_5percfilter, All Targets"	1700025C18Rik	0.067693443	0.868527986	0.72	0.061216183	0.142667504
	"Probe_QC_5percfilter, All Targets"	Pcdh9	-0.074921339	0.679852557	0.56	0.167585265	0.251811973
	"Probe_QC_5percfilter, All Targets"	Kif27	-0.226113107	0.264768967	0.21	0.577132919	0.677780705
	"Probe_QC_5percfilter, All Targets"	2310034P14Rik	0.031903221	0.862054802	0.65	0.064465125	0.187086643
	"Probe_QC_5percfilter, All Targets"	Ffar1	0.176618662	0.639448196	0.6	0.194194634	0.22184875
	"Probe_QC_5percfilter, All Targets"	Casd1	0.26947935	0.281344963	0.18	0.550760856	0.744727495
	"Probe_QC_5percfilter, All Targets"	Carnmt1	-0.033453313	0.833732346	0.93	0.078973349	0.031517051
	"Probe_QC_5percfilter, All Targets"	9930021J03Rik	0.308026508	0.12994403	0.12	0.886243669	0.920818754
	"Probe_QC_5percfilter, All Targets"	Adprh	0.008237992	0.99689847	0.88	0.00134907	0.055517328
	"Probe_QC_5percfilter, All Targets"	Eif2s3x	0.393124171	0.14228331	0.09	0.846846039	1.045757491
	"Probe_QC_5percfilter, All Targets"	Pdzd11	0.148274155	0.978965816	0.94	0.009232473	0.026872146
	"Probe_QC_5percfilter, All Targets"	Tmem62	-0.30286606	0.200813258	0.1	0.697207618	1
	"Probe_QC_5percfilter, All Targets"	Minpp1	-0.009594895	0.879953503	0.74	0.055540275	0.13076828
	"Probe_QC_5percfilter, All Targets"	Olfr372	-0.012208128	0.952567922	0.78	0.021104048	0.107905397
	"Probe_QC_5percfilter, All Targets"	B4galnt4	-0.253681738	0.363091153	0.35	0.439984333	0.455931956
	"Probe_QC_5percfilter, All Targets"	Dmxl1	0.114199016	0.500162796	0.63	0.300888616	0.200659451
	"Probe_QC_5percfilter, All Targets"	Lancl1	0.325954068	0.169207767	0.12	0.771579707	0.920818754
	"Probe_QC_5percfilter, All Targets"	Rnaseh2a	0.091942131	0.768185767	0.7	0.114533744	0.15490196
	"Probe_QC_5percfilter, All Targets"	Odf2l	0.076607257	0.902205296	0.57	0.044694628	0.244125144
	"Probe_QC_5percfilter, All Targets"	Prpf19	0.159330251	0.494649848	0.59	0.30570212	0.229147988
	"Probe_QC_5percfilter, All Targets"	Trabd2b	0.000711494	0.952628761	0.9	0.021076311	0.045757491
	"Probe_QC_5percfilter, All Targets"	Ddhd1	-0.1272694	0.308913262	0.22	0.510163447	0.657577319
	"Probe_QC_5percfilter, All Targets"	Tbr1	-0.078499139	0.278323055	0.19	0.555450817	0.721246399
	"Probe_QC_5percfilter, All Targets"	Olfr68	-0.006038272	0.977271159	0.97	0.009984918	0.013228266
	"Probe_QC_5percfilter, All Targets"	Asprv1	0.077251236	0.728897715	0.72	0.137333411	0.142667504
	"Probe_QC_5percfilter, All Targets"	Vasp	0.325624478	0.17382125	0.04	0.759897132	1.397940009
	"Probe_QC_5percfilter, All Targets"	Slc38a4	-0.101395116	0.633255247	0.67	0.198421203	0.173925197
	"Probe_QC_5percfilter, All Targets"	Pde6h	-0.493863739	0.029253933	0	1.533815732	
	"Probe_QC_5percfilter, All Targets"	Chst2	0.307851885	0.161971098	0.21	0.790562473	0.677780705
	"Probe_QC_5percfilter, All Targets"	Fam124a	0.228176172	0.311091973	0.18	0.507111195	0.744727495
	"Probe_QC_5percfilter, All Targets"	Atp6v1c1	0.150841541	0.602399505	0.54	0.220115394	0.26760624
	"Probe_QC_5percfilter, All Targets"	Yif1b	0.554607109	0.293195819	0.17	0.532842227	0.769551079
	"Probe_QC_5percfilter, All Targets"	Stx8	0.329253916	0.014350327	0	1.843138216	
	"Probe_QC_5percfilter, All Targets"	Ralbp1	-0.044180479	0.73653595	0.55	0.132806051	0.259637311
	"Probe_QC_5percfilter, All Targets"	Neu3	0.300772692	0.307626719	0.22	0.511975947	0.657577319
	"Probe_QC_5percfilter, All Targets"	Retreg3	0.131151032	0.207227565	0.14	0.683552475	0.853871964
	"Probe_QC_5percfilter, All Targets"	Slc35a4	0.148333916	0.589386616	0.57	0.22959973	0.244125144
	"Probe_QC_5percfilter, All Targets"	Kcnab2	0.303883146	0.321413041	0.19	0.492936506	0.721246399
	"Probe_QC_5percfilter, All Targets"	Rnft2	-0.141257863	0.192150211	0.09	0.716359134	1.045757491
	"Probe_QC_5percfilter, All Targets"	Saa4	0.097995254	0.982049334	0.89	0.007866694	0.050609993
	"Probe_QC_5percfilter, All Targets"	Fut2	-0.40010754	0.057519958	0	1.240181438	
	"Probe_QC_5percfilter, All Targets"	Pgap1	0.070922751	0.803459763	0.82	0.095035868	0.086186148
	"Probe_QC_5percfilter, All Targets"	Ephb1	-0.352352085	0.18485834	0.12	0.73316095	0.920818754
	"Probe_QC_5percfilter, All Targets"	Nktr	0.05672156	0.803531183	0.63	0.094997265	0.200659451
	"Probe_QC_5percfilter, All Targets"	Dpm1	-0.233928085	0.362728916	0.22	0.440417823	0.657577319
	"Probe_QC_5percfilter, All Targets"	Pcdhb16	-0.112051633	0.541623679	0.36	0.266302357	0.443697499
	"Probe_QC_5percfilter, All Targets"	Slit3	-0.013732458	0.898187108	0.78	0.046633183	0.107905397
	"Probe_QC_5percfilter, All Targets"	Yipf1	0.156139345	0.556944877	0.53	0.254187787	0.27572413
	"Probe_QC_5percfilter, All Targets"	Slc35b1	0.110113309	0.472257979	0.37	0.325820695	0.431798276
	"Probe_QC_5percfilter, All Targets"	Lrrc59	-0.020674449	0.828115109	0.82	0.081909292	0.086186148
	"Probe_QC_5percfilter, All Targets"	Pnpla6	-0.058251767	0.764091133	0.62	0.11685484	0.207608311
	"Probe_QC_5percfilter, All Targets"	Lsamp	0.022727811	0.98877981	0.89	0.00490041	0.050609993
	"Probe_QC_5percfilter, All Targets"	Zfp800	-0.025801335	0.87949085	0.79	0.055768675	0.102372909
	"Probe_QC_5percfilter, All Targets"	Cnrip1	-0.006662286	0.860448421	0.86	0.065275158	0.065501549
	"Probe_QC_5percfilter, All Targets"	Galntl6	0.17128297	0.305450195	0.18	0.515059593	0.744727495
	"Probe_QC_5percfilter, All Targets"	Ctsa	-0.022940593	0.96467558	0.8	0.015618715	0.096910013
	"Probe_QC_5percfilter, All Targets"	Neto1	-0.335709151	0.209240878	0.34	0.679353466	0.468521083
	"Probe_QC_5percfilter, All Targets"	Atpif1	0.074114401	0.419844382	0.39	0.376911654	0.408935393
	"Probe_QC_5percfilter, All Targets"	Prl2a1	0.064303812	0.872621997	0.83	0.059173844	0.080921908
	"Probe_QC_5percfilter, All Targets"	Fut10	-0.099587003	0.696920079	0.51	0.156817023	0.292429824
	"Probe_QC_5percfilter, All Targets"	Usp29	-0.278318583	0.309887468	0.19	0.508795987	0.721246399
	"Probe_QC_5percfilter, All Targets"	Dtl	-0.193953402	0.3832354	0.3	0.416534382	0.522878745
	"Probe_QC_5percfilter, All Targets"	Tmem183a	0.319982766	0.129318606	0.2	0.888338985	0.698970004
	"Probe_QC_5percfilter, All Targets"	Kcnmb1	0.243891904	0.314135478	0.41	0.502883012	0.387216143
	"Probe_QC_5percfilter, All Targets"	Rnf148	0.301052236	0.277338432	0.19	0.556989944	0.721246399
	"Probe_QC_5percfilter, All Targets"	Il15	0.013094877	0.99611111	0.84	0.001692216	0.075720714
	"Probe_QC_5percfilter, All Targets"	Npffr1	0.033247505	0.789212719	0.58	0.102805924	0.236572006
	"Probe_QC_5percfilter, All Targets"	Sapcd1	0.058185917	0.811440439	0.55	0.090743352	0.259637311
	"Probe_QC_5percfilter, All Targets"	Esd	-0.185203321	0.401511212	0.33	0.396302322	0.48148606
	"Probe_QC_5percfilter, All Targets"	Rcbtb2	-0.229516566	0.371577434	0.22	0.429950669	0.657577319
	"Probe_QC_5percfilter, All Targets"	Olfr979	0.054054678	0.783649688	0.72	0.105878035	0.142667504
	"Probe_QC_5percfilter, All Targets"	Ggt5	-0.456715214	0.205137938	0.08	0.687954014	1.096910013
	"Probe_QC_5percfilter, All Targets"	Mki67	-0.181973415	0.414815968	0.34	0.382144534	0.468521083
	"Probe_QC_5percfilter, All Targets"	Gm20764	-0.217936352	0.047379756	0	1.324407182	
	"Probe_QC_5percfilter, All Targets"	Sez6l2	0.018986001	0.89279697	0.81	0.049247293	0.091514981
	"Probe_QC_5percfilter, All Targets"	Camkk1	-0.071599928	0.58875338	0.49	0.230066587	0.30980392
	"Probe_QC_5percfilter, All Targets"	Dusp10	0.142336314	0.91904487	0.89	0.036663285	0.050609993
	"Probe_QC_5percfilter, All Targets"	Rnf215	-0.022503556	0.97421746	0.9	0.011344091	0.045757491
	"Probe_QC_5percfilter, All Targets"	Lats2	-0.184903447	0.4650669	0.39	0.332484569	0.408935393
	"Probe_QC_5percfilter, All Targets"	Eif4e2	-0.095646806	0.748876138	0.77	0.125590007	0.113509275
	"Probe_QC_5percfilter, All Targets"	Rps11	-0.072462678	0.68998384	0.8	0.16116108	0.096910013
	"Probe_QC_5percfilter, All Targets"	Ctif	-0.13759206	0.101179529	0.09	0.994907345	1.045757491
	"Probe_QC_5percfilter, All Targets"	Cfap43	-0.008636944	0.893892723	0.91	0.048714598	0.040958608
	"Probe_QC_5percfilter, All Targets"	Tex264	-0.013141027	0.907525864	0.92	0.042140989	0.036212173
	"Probe_QC_5percfilter, All Targets"	Nudt7	0.37388559	0.131039188	0.11	0.882598807	0.958607315
	"Probe_QC_5percfilter, All Targets"	Skil	-0.008539093	0.945368698	0.9	0.024398782	0.045757491
	"Probe_QC_5percfilter, All Targets"	Arhgef10	0.169085891	0.444907682	0.42	0.351730096	0.37675071
	"Probe_QC_5percfilter, All Targets"	Coq9	0.205537298	0.688590935	0.59	0.162038699	0.229147988
	"Probe_QC_5percfilter, All Targets"	F2rl1	-0.16420395	0.345377087	0.23	0.461706478	0.638272164
	"Probe_QC_5percfilter, All Targets"	Synj2	-0.39071581	0.241023861	0.19	0.617939962	0.721246399
	"Probe_QC_5percfilter, All Targets"	Abcf2	-0.126107514	0.362507541	0.14	0.440682955	0.853871964
	"Probe_QC_5percfilter, All Targets"	Thsd7a	0.431702074	0.091835168	0.06	1.036990974	1.22184875
	"Probe_QC_5percfilter, All Targets"	Myh4	0.510974414	0.114167514	0.11	0.942457454	0.958607315
	"Probe_QC_5percfilter, All Targets"	Olfr371	0.114340599	0.549410704	0.58	0.260102883	0.236572006
	"Probe_QC_5percfilter, All Targets"	Ldhal6b	-0.047173756	0.764265117	0.68	0.116755962	0.167491087
	"Probe_QC_5percfilter, All Targets"	Ran	0.219985696	0.096845292	0.08	1.013921488	1.096910013
	"Probe_QC_5percfilter, All Targets"	Rpl27a	-0.047367006	0.377436982	0.4	0.423155549	0.397940009
	"Probe_QC_5percfilter, All Targets"	1700018F24Rik	-0.149000507	0.656782537	0.57	0.182578403	0.244125144
	"Probe_QC_5percfilter, All Targets"	Cdc42ep3	-0.315041352	0.323651368	0.2	0.489922553	0.698970004
	"Probe_QC_5percfilter, All Targets"	Ahcyl1	-0.048065679	0.450961984	0.39	0.345860067	0.408935393
	"Probe_QC_5percfilter, All Targets"	D430041D05Rik	-0.392913638	0.034802876	0	1.458384866	
	"Probe_QC_5percfilter, All Targets"	Zc2hc1a	-0.074007869	0.674952107	0.65	0.170727042	0.187086643
	"Probe_QC_5percfilter, All Targets"	Rpusd2	-0.173573171	0.607402847	0.44	0.216523177	0.356547324
	"Probe_QC_5percfilter, All Targets"	Gm10573	-0.177344189	0.611351155	0.7	0.213709263	0.15490196
	"Probe_QC_5percfilter, All Targets"	Zfp385a	0.080317247	0.735000597	0.7	0.133712308	0.15490196
	"Probe_QC_5percfilter, All Targets"	A330070K13Rik	0.046588281	0.832877906	0.59	0.079418658	0.229147988
	"Probe_QC_5percfilter, All Targets"	Nuak1	-0.005890712	0.913508274	0.85	0.039287515	0.070581074
	"Probe_QC_5percfilter, All Targets"	F7	-0.154701147	0.689976909	0.65	0.161165443	0.187086643
	"Probe_QC_5percfilter, All Targets"	Psap	0.295571409	0.107149944	0	0.970008053	
	"Probe_QC_5percfilter, All Targets"	Bnip1	0.047155713	0.767827484	0.81	0.114736347	0.091514981
	"Probe_QC_5percfilter, All Targets"	Mrgprb8	0.311286848	0.418364792	0.48	0.378444871	0.318758763
	"Probe_QC_5percfilter, All Targets"	Card14	0.007320441	0.958535152	0.92	0.018391956	0.036212173
	"Probe_QC_5percfilter, All Targets"	Zfp174	-0.168529892	0.440833945	0.3	0.355724971	0.522878745
	"Probe_QC_5percfilter, All Targets"	Miip	-0.018900357	0.856596556	0.76	0.067223676	0.119186408
	"Probe_QC_5percfilter, All Targets"	Olfr1110	0.105411574	0.738571913	0.8	0.131607212	0.096910013
	"Probe_QC_5percfilter, All Targets"	Atp6v1g1	0.548914172	0.072672901	0	1.138627505	
	"Probe_QC_5percfilter, All Targets"	Cald1	0.194040983	0.263572808	0.2	0.579099397	0.698970004
	"Probe_QC_5percfilter, All Targets"	Blvra	0.438816465	0.242844859	0.21	0.614671085	0.677780705
	"Probe_QC_5percfilter, All Targets"	Socs4	0.04807483	0.758215861	0.68	0.120207135	0.167491087
	"Probe_QC_5percfilter, All Targets"	Insl6	-0.175208969	0.471866577	0.4	0.326180783	0.397940009
	"Probe_QC_5percfilter, All Targets"	Mad2l2	0.443991461	0.023635439	0	1.62643632	
	"Probe_QC_5percfilter, All Targets"	Slc39a10	-0.18120657	0.351629776	0.32	0.453914356	0.494850022
	"Probe_QC_5percfilter, All Targets"	Olfr304	0.06329349	0.245670536	0.21	0.609646927	0.677780705
	"Probe_QC_5percfilter, All Targets"	4933407L21Rik	-0.232903455	0.276834994	0.18	0.557779013	0.744727495
	"Probe_QC_5percfilter, All Targets"	Slc35f1	0.289831006	0.580503547	0.61	0.236195122	0.214670165
	"Probe_QC_5percfilter, All Targets"	Ppid	-0.006149348	0.930074909	0.92	0.031482072	0.036212173
	"Probe_QC_5percfilter, All Targets"	Scn10a	-0.084262078	0.444644746	0.52	0.351986835	0.283996656
	"Probe_QC_5percfilter, All Targets"	Dlx4	0.148277072	0.764153925	0.73	0.116819152	0.13667714
	"Probe_QC_5percfilter, All Targets"	Lage3	0.376109983	0.235659731	0.21	0.627714622	0.677780705
	"Probe_QC_5percfilter, All Targets"	Pcdha8	0.068982872	0.976585955	0.84	0.010289526	0.075720714
	"Probe_QC_5percfilter, All Targets"	Drg1	-0.138963756	0.500655067	0.38	0.300461384	0.420216403
	"Probe_QC_5percfilter, All Targets"	Nradd	0.441151482	0.145684428	0.1	0.836586868	1
	"Probe_QC_5percfilter, All Targets"	Gm52806	-0.153782466	0.275650354	0.25	0.559641445	0.602059991
	"Probe_QC_5percfilter, All Targets"	Malrd1	-0.064314364	0.604456673	0.72	0.218634823	0.142667504
	"Probe_QC_5percfilter, All Targets"	Gm973	0.001517645	0.956933069	0.81	0.019118437	0.091514981
	"Probe_QC_5percfilter, All Targets"	Spint5	-0.080460571	0.723397963	0.61	0.140622719	0.214670165
	"Probe_QC_5percfilter, All Targets"	Myh9	-0.044417884	0.546570013	0.55	0.262354199	0.259637311
	"Probe_QC_5percfilter, All Targets"	Wdfy1	-0.050819565	0.794693653	0.72	0.099800256	0.142667504
	"Probe_QC_5percfilter, All Targets"	Ptch1	0.498554298	0.041509545	0	1.381852026	
	"Probe_QC_5percfilter, All Targets"	Ccl8	0.136328149	0.893810619	0.82	0.04875449	0.086186148
	"Probe_QC_5percfilter, All Targets"	Ist1	0.204590325	0.359078616	0.19	0.444810457	0.721246399
	"Probe_QC_5percfilter, All Targets"	Olfr1188	0.014069844	0.992405389	0.83	0.003310886	0.080921908
	"Probe_QC_5percfilter, All Targets"	Olfr1505	-0.412248654	0.310344541	0.2	0.508155889	0.698970004
	"Probe_QC_5percfilter, All Targets"	Cstf2t	-0.097920607	0.338748654	0.36	0.470122422	0.443697499
	"Probe_QC_5percfilter, All Targets"	Cand2	-0.160035569	0.226442408	0.21	0.645042236	0.677780705
	"Probe_QC_5percfilter, All Targets"	Atrip	0.038305915	0.740318013	0.64	0.130581684	0.193820026
	"Probe_QC_5percfilter, All Targets"	H3f3b	-0.012016394	0.994780462	0.88	0.002272753	0.055517328
	"Probe_QC_5percfilter, All Targets"	Ptprcap	0.037698964	0.884099805	0.69	0.053498705	0.161150909
	"Probe_QC_5percfilter, All Targets"	Grip1	-0.152557189	0.373231422	0.38	0.428021801	0.420216403
	"Probe_QC_5percfilter, All Targets"	Mus81	0.03587574	0.847359771	0.78	0.071932159	0.107905397
	"Probe_QC_5percfilter, All Targets"	Znfx1	0.338102968	0.022972604	0	1.638789776	
	"Probe_QC_5percfilter, All Targets"	Atp5pb	0.251311478	0.186429836	0.08	0.729484582	1.096910013
	"Probe_QC_5percfilter, All Targets"	Nln	0.178244634	0.322770193	0.37	0.491106579	0.431798276
	"Probe_QC_5percfilter, All Targets"	Gm51663	0.092849306	0.699585594	0.62	0.155159142	0.207608311
	"Probe_QC_5percfilter, All Targets"	Ppp4r1	-0.312495983	0.235992197	0.13	0.627102357	0.886056648
	"Probe_QC_5percfilter, All Targets"	Fgd3	-0.100269249	0.860851414	0.84	0.065071803	0.075720714
	"Probe_QC_5percfilter, All Targets"	Gtf3c3	0.041262317	0.567389563	0.42	0.246118657	0.37675071
